,PlayId,Team,X,Y,S,A,Dis,YardLine,Quarter,Down,Distance,DefendersInTheBox,Yards,PlayerHeight,PlayerWeight,Temperature
1401,20191103021714,away,59.77,18.25,2.36,1.76,0.23,50,2,2,4,7.0,3,6-2,250,58.0
1402,20170917070470,home,72.4,24.39,2.84,1.64,0.35,37,1,1,10,8.0,2,6-2,345,88.0
1403,20191110093640,home,20.71,14.78,1.22,2.11,0.12,14,3,1,10,6.0,6,6-1,217,55.0
1404,20181021003135,away,39.27,29.78,5.52,2.03,0.54,34,4,1,10,6.0,36,5-8,195,66.0
1405,20181206003142,home,32.88,28.59,1.96,1.88,0.23,25,3,1,10,7.0,5,6-4,330,44.0
1406,20171029061082,home,11.85,30.21,2.16,0.45,0.24,2,2,1,10,8.0,0,6-6,320,67.0
1407,20191013044001,home,110.01,17.69,3.73,2.37,0.36,1,4,1,1,8.0,0,6-0,243,56.0
1408,20191110050349,away,11.71,29.09,3.23,0.25,0.32,4,1,1,4,7.0,2,6-3,235,48.0
1409,20171113002447,away,35.27,31.79,3.4,1.75,0.36,28,3,1,10,7.0,-5,6-5,298,49.0
1410,20171123011268,home,77.43,22.07,1.98,3.14,0.17,35,2,1,10,6.0,1,6-0,235,
1411,20170907001664,away,88.17,35.54,2.56,1.17,0.16,23,2,1,10,7.0,3,6-5,320,63.0
1412,20181125050751,away,74.75,29.69,3.32,3.23,0.31,32,1,1,10,6.0,4,6-4,225,54.0
1413,20171026000689,home,77.84,45.08,3.26,1.5,0.34,31,1,2,7,8.0,5,6-0,198,56.0
1414,20191020032039,away,91.22,30.96,4.4,0.26,0.45,19,2,1,10,7.0,9,6-6,305,69.0
1415,20181206000239,home,30.09,17.93,2.29,0.36,0.24,19,1,1,10,8.0,14,6-7,309,44.0
1416,20181209083643,away,34.78,26.43,3.09,0.55,0.34,25,4,1,10,8.0,2,6-7,318,33.0
1417,20180909004198,home,106.21,35.7,2.17,2.56,0.21,2,4,1,2,7.0,2,5-11,205,61.0
1418,20181104040075,away,60.48,21.51,4.36,2.16,0.43,49,1,1,10,7.0,5,6-3,259,87.0
1419,20181230112882,away,98.58,25.8,0.87,0.83,0.09,12,3,2,5,7.0,4,6-4,310,53.0
1420,20171210053596,away,65.38,28.88,3.39,2.82,0.35,42,4,1,10,7.0,6,6-3,242,54.0
1421,20191020063021,away,35.42,30.99,3.79,2.77,0.37,24,3,1,10,6.0,-1,6-5,265,56.0
1422,20171119064217,away,48.25,37.84,1.02,2.87,0.19,21,5,2,7,6.0,10,6-2,208,50.0
1423,20171029093747,home,89.38,35.88,0.97,2.56,0.06,21,4,2,3,7.0,4,6-5,265,60.0
1424,20181125091891,away,62.01,25.38,2.78,2.29,0.35,48,2,1,10,5.0,2,6-9,320,41.0
1425,20191006051208,home,87.14,29.52,2.62,0.28,0.26,19,2,2,11,6.0,5,6-1,241,59.0
1426,20181202073692,home,31.65,37.82,5.52,1.68,0.55,21,4,2,8,6.0,-3,5-11,198,52.0
1427,20180930101187,home,58.77,28.34,4.67,0.86,0.5,49,2,2,7,6.0,8,6-2,245,78.0
1428,20170910100773,away,87.73,29.39,4.5,2.16,0.52,25,1,1,10,8.0,-2,6-0,235,71.0
1429,20181014003286,away,29.12,27.0,2.49,1.23,0.25,20,4,3,1,7.0,2,6-1,233,
1430,20191124040627,home,68.58,27.67,5.67,0.76,0.56,46,1,1,10,6.0,9,5-11,216,39.0
1431,20191110104157,away,18.63,26.32,4.95,1.29,0.49,14,4,3,10,8.0,-4,5-10,210,67.0
1432,20170924042914,home,48.1,19.74,2.87,2.4,0.52,33,3,2,2,8.0,11,6-0,190,68.0
1433,20170917051074,home,90.33,28.83,1.1,0.56,0.18,20,1,1,10,8.0,3,6-5,305,85.0
1434,20181202053276,home,83.25,22.78,5.03,2.08,0.48,24,4,2,8,6.0,7,6-6,252,78.0
1435,20181125032722,away,62.76,42.47,5.23,2.17,0.51,50,3,2,1,6.0,0,6-0,204,44.0
1436,20171001042902,away,85.66,24.67,2.96,2.54,0.19,25,3,1,10,7.0,0,6-5,305,
1437,20181014052985,away,49.48,17.03,3.7,3.84,0.35,42,3,2,1,7.0,4,6-3,218,
1438,20191031003653,away,93.83,21.05,4.08,1.88,0.4,17,4,1,10,8.0,-1,6-0,214,75.0
1439,20191013050051,away,35.06,30.15,0.34,1.43,0.03,25,1,1,10,7.0,0,6-6,329,84.0
1440,20171231100325,home,18.09,22.49,4.01,2.42,0.44,4,1,2,4,8.0,3,6-4,231,71.0
1441,20181029000722,home,16.55,20.54,0.44,0.26,0.04,11,1,2,3,6.0,6,6-0,223,46.0
1442,20191006000215,away,84.49,24.75,0.78,1.46,0.08,30,1,1,10,6.0,5,6-1,244,72.0
1443,20171130000941,home,52.62,29.58,4.49,1.84,0.47,41,2,1,10,8.0,3,6-4,260,58.0
1444,20171022042483,away,87.39,26.13,2.69,0.89,0.27,23,3,1,10,7.0,0,6-6,267,72.0
1445,20180916122728,away,17.49,21.14,3.14,0.97,0.32,7,3,2,7,7.0,0,6-3,300,97.0
1446,20190922061343,home,31.45,19.45,1.99,1.52,0.2,22,2,1,10,8.0,0,6-3,250,81.0
1447,20191110080547,away,34.76,19.17,1.48,2.18,0.15,25,1,1,10,6.0,2,6-6,270,59.0
1448,20171008112362,away,70.97,23.1,3.43,2.66,0.39,42,3,1,10,6.0,4,6-7,230,89.0
1449,20181209053129,away,40.82,39.66,3.94,2.0,0.39,37,4,2,10,6.0,2,5-11,178,27.0
1450,20190908082293,home,22.65,26.16,2.0,1.19,0.2,13,3,1,10,7.0,1,6-4,279,64.0
1451,20171112001359,away,97.57,32.47,0.44,1.74,0.08,12,2,3,1,7.0,9,6-6,225,42.0
1452,20171008022258,away,71.7,8.6,0.97,1.3,0.01,36,3,2,5,6.0,5,6-4,225,68.0
1453,20191006063682,home,62.36,33.21,3.9,0.89,0.39,49,4,3,7,7.0,3,6-0,198,68.0
1454,20181105001318,home,86.27,25.64,1.84,1.41,0.23,25,2,1,10,7.0,4,6-5,320,74.0
1455,20181230142520,away,81.23,31.69,4.15,2.44,0.48,29,2,1,10,6.0,12,6-4,270,65.0
1456,20191013013276,away,95.29,20.45,2.24,1.54,0.22,15,4,1,10,7.0,12,6-3,290,64.0
1457,20170924100057,away,84.33,22.97,1.51,1.5,0.2,25,1,1,10,8.0,-1,6-3,260,88.0
1458,20181216094699,away,67.58,22.69,6.73,1.26,0.68,49,5,1,10,8.0,-5,6-3,203,61.0
1459,20180916064083,home,57.33,24.35,1.57,2.21,0.15,46,4,3,10,9.0,0,6-4,319,91.0
1460,20191006052604,home,67.05,30.75,4.32,1.44,0.43,48,3,1,10,6.0,2,6-3,210,59.0
1461,20191017003851,home,46.87,29.44,2.36,1.04,0.24,23,4,2,9,7.0,3,6-2,202,75.0
1462,20191121002891,home,52.92,24.82,2.61,1.23,0.27,42,4,1,10,6.0,2,6-6,325,75.0
1463,20181111021452,home,46.69,17.74,3.61,0.73,0.36,35,2,1,10,8.0,4,6-5,332,36.0
1464,20181230083612,away,85.46,19.46,2.44,1.24,0.27,26,4,1,10,6.0,-2,6-5,242,37.0
1465,20171022012711,away,17.97,23.99,3.78,1.64,0.4,12,4,2,8,7.0,2,6-2,318,70.0
1466,20191117000717,away,66.49,27.97,2.02,0.63,0.2,43,1,1,10,7.0,4,6-4,258,44.0
1467,20170917031382,home,54.54,24.99,1.46,1.0,0.1,47,2,1,10,7.0,3,6-6,326,84.0
1468,20191006113994,home,36.08,32.0,3.6,3.31,0.34,29,4,1,10,7.0,5,5-11,198,
1469,20170928003292,home,75.68,31.3,4.55,1.93,0.45,35,4,1,10,8.0,2,6-6,296,65.0
1470,20171231152792,away,70.39,25.48,2.31,1.4,0.2,39,3,2,6,7.0,4,6-5,260,40.0
1471,20181104060903,away,76.57,22.12,0.98,1.58,0.09,33,1,1,10,7.0,3,6-2,215,55.0
1472,20190908041880,home,103.83,30.87,3.56,2.99,0.34,10,2,1,10,6.0,2,5-10,210,
1473,20180930062429,home,56.42,33.23,1.88,2.25,0.18,36,3,2,14,5.0,2,5-10,195,65.0
1474,20170924091503,away,67.94,31.92,2.99,1.66,0.3,42,2,1,10,7.0,8,6-3,318,89.0
1475,20191103080681,away,83.52,25.26,4.76,2.66,0.46,31,1,1,10,7.0,2,5-11,208,54.0
1476,20170924102523,away,60.17,25.69,3.16,2.04,0.3,49,3,2,1,6.0,7,6-5,315,88.0
1477,20191117003870,away,86.03,23.73,4.2,0.46,0.44,23,4,1,10,7.0,2,6-5,322,44.0
1478,20190923003840,home,93.21,18.77,3.54,2.11,0.34,17,4,2,2,6.0,1,6-5,255,87.0
1479,20171015040541,away,32.97,28.01,2.18,1.1,0.23,25,1,1,10,7.0,51,6-4,330,84.0
1480,20181111063129,away,50.1,18.36,0.98,1.76,0.1,28,4,2,1,6.0,7,6-0,197,46.0
1481,20171217060864,away,39.81,27.37,3.78,1.58,0.46,34,1,1,10,6.0,2,6-0,204,35.0
1482,20170914000481,home,62.75,16.53,5.18,2.77,0.52,50,1,2,5,7.0,2,6-5,310,69.0
1483,20180923110497,away,70.72,27.27,2.9,0.36,0.29,36,1,1,10,7.0,4,6-0,239,
1484,20191021003464,home,10.12,29.87,3.72,1.4,0.37,1,4,3,1,11.0,1,6-1,213,58.0
1485,20171231100192,away,43.79,31.16,0.2,0.18,0.02,35,1,1,10,6.0,0,6-2,309,71.0
1486,20171224063578,home,37.77,26.83,1.44,2.32,0.14,30,4,1,10,7.0,21,6-1,209,40.0
1487,20181223103841,home,60.67,27.78,1.98,1.15,0.18,49,4,1,10,5.0,2,6-3,295,44.0
1488,20181021053385,away,13.42,37.87,0.48,1.4,0.05,10,4,1,10,6.0,3,6-2,190,59.0
1489,20171001012459,home,20.79,21.3,2.62,3.14,0.27,12,3,1,10,8.0,8,6-2,280,
1490,20171112113924,away,46.04,33.01,4.98,3.2,0.5,32,4,3,6,7.0,-1,5-11,220,48.0
1491,20181209042008,away,91.7,28.01,0.43,0.76,0.05,13,2,1,10,6.0,-1,6-4,240,46.0
1492,20180923032396,away,84.3,11.9,5.86,1.56,0.58,22,3,1,10,6.0,0,6-3,215,78.0
1493,20180909113922,away,63.13,37.03,1.67,3.39,0.18,41,4,2,5,8.0,15,6-0,198,84.0
1494,20171119062312,home,70.53,19.41,1.61,1.33,0.12,39,3,2,4,8.0,5,6-3,240,50.0
1495,20181111050362,home,33.79,24.5,2.44,1.98,0.25,24,1,1,5,7.0,4,6-3,285,43.0
1496,20191031000908,away,68.27,25.62,1.63,1.67,0.17,42,1,3,4,5.0,5,6-4,299,75.0
1497,20180909011232,away,14.37,32.18,1.29,1.94,0.13,4,2,1,4,5.0,4,6-6,330,58.0
1498,20181222010964,away,18.95,25.55,2.4,2.78,0.23,4,2,3,4,6.0,2,6-2,212,60.0
1499,20181223050279,home,46.05,20.52,4.28,3.33,0.42,37,1,1,10,7.0,6,5-11,215,37.0
1500,20171127002736,home,67.59,19.57,0.54,1.66,0.07,42,3,1,10,6.0,7,6-3,265,50.0
1501,20190922122412,home,48.1,23.05,1.82,1.56,0.18,22,3,2,10,7.0,5,6-2,200,79.0
1502,20171119021845,away,82.02,24.59,1.95,1.03,0.23,26,3,1,10,7.0,1,6-7,330,28.0
1503,20191114001240,away,82.56,35.23,1.72,1.18,0.17,23,2,1,10,7.0,0,6-1,217,36.0
1504,20171105102942,away,58.38,21.83,1.16,0.56,0.17,46,4,1,12,6.0,2,6-0,225,77.0
1505,20191110094184,home,79.34,22.91,3.15,2.73,0.3,34,4,3,1,5.0,0,6-0,225,55.0
1506,20190915082962,home,71.43,15.84,3.45,2.81,0.34,39,4,1,10,7.0,0,6-1,226,93.0
1507,20171224081519,home,71.71,26.01,1.51,1.47,0.09,38,2,1,10,7.0,13,6-3,248,43.0
1508,20170921001242,away,61.46,16.48,1.6,1.18,0.26,50,2,1,10,7.0,1,6-3,265,68.0
1509,20181118020692,home,97.93,16.12,1.13,3.28,0.12,19,1,2,4,7.0,-1,5-11,194,33.0
1510,20180930062281,home,34.23,27.27,1.01,0.54,0.11,25,3,1,10,8.0,2,6-1,310,65.0
1511,20171203031017,away,26.54,18.35,2.33,0.78,0.28,16,2,1,10,7.0,3,6-5,295,54.0
1512,20181007110559,away,100.03,23.74,1.47,1.44,0.17,10,1,2,4,6.0,2,6-1,280,53.0
1513,20181104021175,away,75.37,32.96,2.47,2.93,0.24,33,2,1,10,7.0,33,6-1,236,62.0
1514,20181217000533,away,54.58,26.49,3.04,2.76,0.29,42,1,1,10,8.0,2,5-11,208,48.0
1515,20181209113296,home,79.16,25.68,3.32,0.76,0.35,30,4,2,9,6.0,2,6-5,315,70.0
1516,20181223113516,home,34.83,35.0,4.02,2.83,0.39,25,4,1,10,6.0,3,6-3,218,72.0
1517,20191006051122,away,110.89,10.38,2.74,3.17,0.26,3,2,1,3,5.0,3,5-11,194,59.0
1518,20171217113421,away,34.41,41.2,1.73,1.92,0.18,17,4,2,8,6.0,4,5-10,195,57.0
1519,20190916001864,away,64.87,10.31,4.55,3.9,0.44,44,2,3,10,6.0,6,5-11,198,72.0
1520,20181230011465,home,99.76,28.62,0.47,0.4,0.04,11,2,1,10,7.0,1,6-3,246,33.0
1521,20191013031441,away,63.75,26.68,1.79,2.89,0.17,43,2,2,9,6.0,3,6-0,196,81.0
1522,20181230022615,away,80.07,34.76,1.49,1.58,0.16,32,3,1,10,8.0,2,6-6,315,26.0
1523,20180916050420,home,79.84,20.59,2.93,2.19,0.29,29,1,1,10,7.0,1,6-4,269,80.0
1524,20181209004373,away,14.9,44.83,3.53,3.13,0.34,5,4,1,5,8.0,1,6-3,190,31.0
1525,20170924100270,away,71.42,33.05,3.33,1.41,0.32,34,1,2,7,8.0,2,6-3,195,88.0
1526,20181216040697,home,77.14,28.42,3.52,2.68,0.34,30,1,1,10,8.0,3,6-4,235,43.0
1527,20191124070731,home,58.62,24.31,2.05,3.76,0.22,48,1,1,10,7.0,3,6-4,265,46.0
1528,20181111100703,away,94.09,45.01,4.37,0.87,0.43,18,1,2,2,8.0,18,6-0,215,75.0
1529,20171029040624,home,53.45,23.91,3.27,3.0,0.31,34,1,2,1,8.0,4,6-0,192,54.0
1530,20191117011837,away,12.39,20.21,5.56,3.6,0.53,2,2,1,2,9.0,2,6-1,190,51.0
1531,20181209061510,away,75.31,38.36,1.88,2.45,0.18,34,2,1,10,8.0,3,5-10,200,82.0
1532,20180923124099,away,89.64,32.54,5.06,1.35,0.5,18,4,1,10,7.0,1,6-2,245,61.0
1533,20180923121098,away,105.04,29.53,0.78,1.7,0.07,10,2,2,20,6.0,11,6-2,238,61.0
1534,20171231143769,away,76.71,25.86,2.79,2.08,0.33,39,4,2,6,7.0,4,6-0,229,67.0
1535,20181217003679,away,50.56,24.16,3.35,0.8,0.38,39,4,1,10,7.0,16,6-7,316,48.0
1536,20180909082204,home,81.12,17.91,0.46,1.93,0.04,30,3,1,10,5.0,3,6-2,216,84.0
1537,20180930110984,away,49.64,34.67,1.02,1.1,0.1,26,2,1,20,6.0,5,5-11,205,71.0
1538,20181008001512,home,58.36,26.69,5.69,1.73,0.52,47,2,2,10,7.0,3,6-1,233,84.0
1539,20171119090388,home,52.68,28.52,0.88,1.24,0.12,44,1,1,10,7.0,-1,6-1,230,66.0
1540,20191013051721,away,84.77,26.46,4.25,1.3,0.42,26,2,1,10,8.0,-1,6-0,235,84.0
1541,20171231042238,away,44.34,42.05,3.81,2.7,0.4,36,3,1,10,8.0,-4,6-5,245,71.0
1542,20181021011856,away,110.89,32.27,0.2,1.02,0.12,2,2,1,2,9.0,0,6-1,240,54.0
1543,20171015052139,away,78.09,23.61,0.89,0.82,0.01,37,2,2,10,6.0,9,6-4,225,73.0
1544,20170917061370,home,65.26,36.02,0.36,0.01,0.09,44,2,1,10,7.0,1,6-4,269,78.0
1545,20181126003166,home,56.69,43.23,3.5,1.67,0.34,46,4,2,4,7.0,2,6-3,225,51.0
1546,20180916093283,home,97.51,36.36,4.46,2.43,0.44,14,4,1,10,8.0,5,5-10,183,86.0
1547,20180909100655,home,59.41,26.97,1.21,0.52,0.12,32,1,2,17,8.0,5,5-11,205,81.0
1548,20191124020556,away,78.93,22.65,2.59,3.31,0.28,28,1,1,10,7.0,13,6-3,235,48.0
1549,20181125022213,away,77.75,23.17,3.67,3.19,0.38,35,3,1,10,6.0,2,5-11,222,57.0
1550,20191003000364,away,41.57,31.19,3.52,3.69,0.33,29,1,3,6,5.0,7,6-3,228,57.0
1551,20171204001397,away,55.79,44.5,0.52,1.05,0.32,36,2,1,10,5.0,9,6-0,197,61.0
1552,20181104081285,home,49.34,26.72,6.2,1.93,0.61,35,2,1,10,6.0,7,5-11,222,56.0
1553,20191124033780,home,50.94,22.53,1.82,0.66,0.18,40,4,2,7,8.0,6,6-1,300,46.0
1554,20190922121571,away,25.27,21.54,1.36,1.4,0.15,16,2,3,15,6.0,10,6-5,295,79.0
1555,20190915111722,away,22.02,24.03,0.64,2.18,0.06,17,2,2,8,5.0,5,6-2,215,87.0
1556,20171112000471,away,47.34,25.86,5.17,3.03,0.51,30,1,4,1,8.0,25,5-11,180,42.0
1557,20170924092975,away,22.97,27.64,4.64,0.81,0.49,13,3,1,10,8.0,2,6-0,245,89.0
1558,20170928003475,home,104.72,16.89,1.45,1.47,0.23,9,4,1,9,6.0,6,5-10,190,65.0
1559,20180909011410,away,73.93,17.49,2.76,2.21,0.27,37,2,1,10,8.0,5,6-4,252,58.0
1560,20191117090417,home,46.98,28.69,0.53,1.47,0.06,45,1,2,10,6.0,5,6-2,220,76.0
1561,20190922121781,home,63.72,24.38,2.48,3.56,0.24,50,2,2,6,6.0,2,6-1,227,79.0
1562,20181125091626,home,49.31,32.29,4.98,1.33,0.49,35,2,2,7,6.0,2,6-1,215,41.0
1563,20180916051851,home,53.73,25.68,2.94,2.37,0.34,43,2,1,10,8.0,4,6-5,295,80.0
1564,20171022080205,home,103.5,21.97,3.82,2.24,0.41,9,1,1,9,7.0,2,6-4,304,79.0
1565,20181215001819,home,34.65,16.04,4.24,2.46,0.42,23,2,2,4,7.0,1,6-3,190,51.0
1566,20190916000347,home,96.93,28.58,4.07,1.51,0.4,15,1,1,10,7.0,5,6-6,255,72.0
1567,20181111081019,away,53.57,41.82,5.0,2.57,0.49,46,1,1,10,7.0,7,6-3,225,46.0
1568,20171210113749,home,48.87,25.08,4.37,2.37,0.55,35,4,2,10,5.0,10,6-4,257,83.0
1569,20191020113061,away,63.0,16.22,1.71,0.98,0.16,43,3,1,19,6.0,6,6-2,209,
1570,20180930101658,home,43.31,22.42,2.47,0.87,0.27,32,2,2,3,6.0,1,6-5,310,78.0
1571,20171022100587,home,45.05,21.99,1.54,2.32,0.01,20,1,2,6,6.0,3,6-1,205,90.0
1572,20181021033642,away,43.25,26.87,3.14,4.24,0.31,31,4,1,10,7.0,18,6-0,191,44.0
1573,20181014010802,home,35.74,29.88,2.72,2.4,0.28,25,1,2,10,8.0,26,6-2,235,51.0
1574,20171105003177,away,72.52,19.62,2.42,1.77,0.22,39,4,1,10,7.0,9,6-3,232,61.0
1575,20170924090664,away,47.04,17.46,0.54,1.13,0.12,35,1,2,2,5.0,1,6-5,255,89.0
1576,20171126010661,home,18.91,18.84,1.24,1.11,0.21,11,1,1,20,7.0,9,6-6,285,46.0
1577,20181230052773,home,13.36,21.93,1.98,1.56,0.19,4,3,4,1,9.0,2,6-6,265,
1578,20171112012470,away,66.59,22.29,0.5,3.07,0.08,30,3,2,9,7.0,5,6-2,220,39.0
1579,20180923091488,home,71.4,30.06,1.19,1.96,0.12,40,2,1,10,7.0,41,6-2,242,62.0
1580,20181007031498,away,25.97,16.34,0.48,0.13,0.05,9,2,2,11,7.0,-2,6-0,197,72.0
1581,20181223142102,home,80.76,30.42,0.72,0.98,0.07,13,2,1,10,5.0,17,6-1,215,43.0
1582,20170910030915,away,84.37,9.89,2.85,2.25,0.35,25,1,2,10,6.0,0,5-10,185,63.0
1583,20170925001337,home,40.39,36.79,1.77,1.5,0.25,38,2,1,10,7.0,1,5-9,190,
1584,20171015010638,home,69.62,19.21,2.19,1.14,0.2,41,1,1,10,9.0,-6,6-3,288,69.0
1585,20191124062295,home,89.55,11.13,4.11,1.54,0.4,16,3,1,10,7.0,0,6-1,198,43.0
1586,20170910070322,away,54.52,23.39,2.58,1.23,0.26,46,1,1,10,7.0,2,6-3,235,72.0
1587,20171112112633,away,84.78,25.75,4.42,3.1,0.46,20,3,2,5,8.0,6,5-8,195,48.0
1588,20181216100283,away,20.01,25.43,1.08,1.53,0.11,10,1,1,10,7.0,4,6-3,250,42.0
1589,20181223060182,away,84.53,30.57,6.29,1.14,0.63,23,1,1,20,6.0,4,6-5,245,
1590,20190908073795,away,16.03,21.77,1.95,2.08,0.19,9,5,3,1,8.0,2,6-1,230,77.0
1591,20171126002529,away,33.28,27.02,0.23,0.15,0.0,22,3,1,10,7.0,3,6-9,315,
1592,20171224060472,away,38.7,25.99,3.62,3.01,0.38,26,1,2,6,7.0,4,6-0,235,40.0
1593,20171119043387,home,41.15,26.13,4.15,1.26,0.43,30,4,3,1,7.0,-1,6-5,310,
1594,20170924062494,away,76.44,32.76,2.46,0.94,0.28,31,3,2,4,7.0,2,6-2,243,
1595,20171001042792,home,36.18,27.2,0.73,0.76,0.09,26,3,1,10,6.0,7,6-1,295,
1596,20180916103436,away,83.35,30.99,3.06,1.78,0.33,27,4,2,3,7.0,9,6-3,297,73.0
1597,20191103072412,home,48.68,22.92,3.09,2.82,0.29,35,3,1,10,7.0,2,6-1,235,71.0
1598,20191124103615,home,95.85,22.66,3.19,1.24,0.32,15,4,1,10,8.0,15,6-5,252,63.0
1599,20181209011974,home,80.42,30.4,4.63,4.72,0.44,34,2,3,1,7.0,3,6-0,224,29.0
1600,20190915080083,home,39.36,9.22,4.7,2.39,0.46,28,1,2,10,8.0,-3,6-1,226,93.0
1601,20181118052482,home,36.9,28.62,2.63,2.71,0.26,26,3,1,10,7.0,9,6-3,235,42.0
1602,20171231151201,away,90.45,26.4,3.67,1.37,0.34,20,2,1,10,8.0,0,6-7,328,40.0
1603,20171112073102,home,46.9,34.25,0.64,1.46,0.3,32,3,1,10,7.0,0,5-10,205,44.0
1604,20190908031198,away,84.52,18.52,4.08,3.58,0.39,27,2,1,10,6.0,-1,6-0,197,91.0
1605,20181217003679,home,42.24,15.59,3.02,2.54,0.29,39,4,1,10,7.0,16,5-10,180,48.0
1606,20171224042839,home,43.86,29.64,0.45,0.53,0.23,35,3,1,10,7.0,7,6-3,300,35.0
1607,20191121001042,home,28.72,32.17,2.73,2.29,0.28,20,2,1,10,7.0,1,6-3,297,75.0
1608,20171210120084,away,86.88,31.12,3.76,3.37,0.53,30,1,2,4,7.0,6,5-10,222,39.0
1609,20171112003382,away,55.48,34.16,3.01,2.65,0.39,47,4,2,2,6.0,-1,6-3,301,42.0
1610,20181007103850,home,51.26,29.93,4.77,0.89,0.47,42,4,1,10,8.0,-1,6-8,315,79.0
1611,20191013021061,home,36.57,20.48,3.84,2.24,0.37,11,2,1,24,6.0,2,5-11,196,58.0
1612,20171203023269,away,87.2,31.73,1.92,2.45,0.17,24,4,2,5,7.0,2,6-1,310,48.0
1613,20181216092648,away,60.79,29.01,2.82,0.89,0.28,34,3,1,10,8.0,-3,6-0,204,61.0
1614,20191027031224,home,56.75,24.64,1.59,0.38,0.15,47,2,1,10,6.0,1,6-5,311,68.0
1615,20171022010895,away,76.68,24.08,1.08,1.35,0.13,33,2,1,10,7.0,0,6-6,330,70.0
1616,20181112003442,home,52.64,28.18,3.5,3.37,0.35,43,4,1,10,8.0,-2,6-1,203,62.0
1617,20181014082819,away,49.37,26.29,0.89,1.02,0.09,43,3,1,10,8.0,3,6-1,213,52.0
1618,20181104103233,home,51.18,24.34,0.7,1.47,0.05,42,3,1,10,6.0,0,6-6,335,40.0
1619,20171008012346,home,61.58,20.19,5.18,3.6,0.57,43,3,1,10,7.0,-5,5-11,225,67.0
1620,20180930020180,home,89.72,35.51,2.18,2.95,0.21,20,1,1,10,6.0,1,6-4,260,
1621,20191103043726,away,52.16,25.4,1.43,1.23,0.15,41,4,1,10,6.0,-1,6-4,318,85.0
1622,20191006001822,away,97.1,27.95,4.12,1.08,0.43,13,2,2,24,6.0,11,6-8,300,72.0
1623,20181014113199,home,50.66,38.61,1.88,1.92,0.18,39,4,3,2,6.0,11,5-11,185,66.0
1624,20171015053044,away,79.77,26.48,3.69,2.09,0.37,34,3,3,1,7.0,0,6-3,250,73.0
1625,20171008061605,away,85.59,29.89,1.59,1.12,0.3,24,2,2,9,7.0,6,6-1,307,77.0
1626,20171022011939,away,33.42,30.71,0.9,1.95,0.13,24,3,1,10,8.0,6,6-7,315,70.0
1627,20191006072330,home,69.75,26.95,2.64,0.96,0.27,40,3,2,6,6.0,7,6-5,295,70.0
1628,20170917011974,away,61.1,27.58,3.01,2.6,0.57,46,3,1,10,6.0,0,6-1,251,83.0
1629,20191027081364,away,52.66,32.17,3.36,3.53,0.32,42,2,3,2,7.0,1,6-2,215,59.0
1630,20181028000948,home,73.15,45.86,4.15,3.36,0.4,40,2,1,10,7.0,7,6-1,209,48.0
1631,20181230080275,home,41.47,44.92,4.37,3.76,0.42,29,1,3,1,7.0,9,5-11,190,37.0
1632,20181007043871,away,88.91,38.8,3.13,1.46,0.3,10,4,2,25,6.0,1,6-0,199,68.0
1633,20171203051199,home,97.34,42.98,3.41,1.92,0.37,18,2,1,10,8.0,3,6-1,208,70.0
1634,20191124052394,home,35.37,25.97,1.33,0.75,0.14,26,3,2,1,7.0,6,6-3,317,52.0
1635,20191027060266,home,52.03,31.73,3.16,2.87,0.32,41,1,1,10,6.0,2,6-2,208,48.0
1636,20171210103564,home,94.53,11.54,3.21,2.2,0.37,17,4,1,10,8.0,5,6-4,205,81.0
1637,20181111010484,away,81.74,30.35,3.87,0.56,0.39,25,1,1,10,8.0,3,6-3,241,39.0
1638,20181230051691,away,27.98,21.52,5.36,2.25,0.53,17,2,2,5,6.0,2,6-0,208,
1639,20191124090534,home,55.85,7.76,3.68,3.39,0.36,47,1,1,10,8.0,0,5-10,200,38.0
1640,20190908013187,away,73.76,22.09,2.06,0.77,0.21,37,3,1,10,6.0,2,6-1,299,71.0
1641,20181216020906,away,36.13,25.94,1.72,1.32,0.18,26,2,1,5,6.0,4,6-4,310,39.0
1642,20181122011034,away,72.85,31.09,4.09,0.8,0.41,38,2,3,1,7.0,4,6-2,253,
1643,20190929053918,home,85.67,33.03,3.38,4.15,0.32,20,4,1,15,6.0,16,6-1,230,77.0
1644,20181122020847,away,73.29,27.9,3.33,3.24,0.4,38,1,1,10,7.0,2,6-5,288,53.0
1645,20171112081854,away,24.05,27.21,2.4,1.01,0.27,13,2,2,10,6.0,3,6-5,265,68.0
1646,20171216011338,home,55.79,18.05,3.71,2.52,0.4,46,2,1,10,6.0,13,6-2,208,53.0
1647,20170917054228,home,23.86,16.5,1.74,0.77,0.2,20,4,1,10,7.0,1,6-0,196,85.0
1648,20170910110794,away,56.28,41.67,2.41,1.46,0.25,43,1,1,10,7.0,1,6-1,212,87.0
1649,20181014040561,away,65.21,34.3,3.14,2.09,0.3,46,1,2,2,6.0,1,6-4,268,89.0
1650,20180909110707,away,73.92,8.15,4.84,1.85,0.47,34,1,2,8,6.0,5,6-5,232,84.0
1651,20170924000073,away,68.32,17.68,2.97,2.29,0.34,40,1,1,10,8.0,4,6-6,315,70.0
1652,20171015041257,home,10.9,29.71,0.92,0.95,0.08,1,2,2,1,11.0,1,6-3,317,84.0
1653,20181125001480,home,22.68,20.59,2.56,1.4,0.31,14,2,1,10,6.0,5,6-3,305,60.0
